dep_id,application_id,application_name,library,version,is_risky,risk_type,severity,score,explanation
DEP-0352,APP-008,ComplianceEngine,mockito-core,5.11.1,True,VULNERABLE_DEPENDENCY,HIGH,13.05,"mockito-core:5.11.1 has CVE-2025-1076 (CVSS 8.7, HIGH). No patch available. [risk model confidence: 55%]"
DEP-0353,APP-008,ComplianceEngine,guava,3.9.7,True,LICENSE_CONFLICT,CRITICAL,8.0,GPL-2.0 license is incompatible with proprietary app ComplianceEngine.
DEP-0354,APP-008,ComplianceEngine,mysql-connector-java,2.15.0,False,NONE,NONE,0.0,
DEP-0355,APP-008,ComplianceEngine,tomcat-embed-core,5.4.2,True,UNMAINTAINED,LOW,2.0,"tomcat-embed-core last updated 2024-01-30, over 2 years old. [risk model confidence: 99%]"
DEP-0356,APP-008,ComplianceEngine,lettuce-core,4.10.8,False,NONE,NONE,0.0,
DEP-0357,APP-008,ComplianceEngine,jedis,1.6.9,True,VULNERABLE_DEPENDENCY,LOW,1.1,"jedis:1.6.9 has CVE-2025-1195 (CVSS 1.1, LOW). Patched in 6.0.0. [risk model confidence: 57%]"
DEP-0358,APP-008,ComplianceEngine,postgresql-jdbc,3.6.3,True,ELEVATED_RISK,LOW,1.5,"postgresql-jdbc flagged by the risk model on combined signal strength (no single dominant factor -- age 48 days, exploitability/patch history considered together) [confidence: 83%]."
DEP-0359,APP-008,ComplianceEngine,spring-security-core,4.0.8,True,ELEVATED_RISK,LOW,1.5,"spring-security-core flagged by the risk model on combined signal strength (no single dominant factor -- age 377 days, exploitability/patch history considered together) [confidence: 84%]."
DEP-0360,APP-008,ComplianceEngine,mocha,2.9.6,True,UNMAINTAINED,LOW,2.0,"mocha last updated 2020-04-29, over 2 years old. [risk model confidence: 99%]"
DEP-0361,APP-008,ComplianceEngine,commons-collections4,1.10.2,False,NONE,NONE,0.0,
DEP-0362,APP-008,ComplianceEngine,commander,5.7.7,True,UNMAINTAINED,LOW,2.0,"commander last updated 2022-08-09, over 2 years old. [risk model confidence: 99%]"
DEP-0363,APP-008,ComplianceEngine,boto3,1.8.8,True,VULNERABLE_DEPENDENCY,MEDIUM,6.2,"boto3:1.8.8 has CVE-2025-1155 (CVSS 6.2, MEDIUM). Patched in 4.0.0. [risk model confidence: 61%]"
DEP-0364,APP-008,ComplianceEngine,logback-classic,3.5.3,True,UNMAINTAINED,LOW,2.0,"logback-classic last updated 2022-08-09, over 2 years old. [risk model confidence: 99%]"
DEP-0365,APP-008,ComplianceEngine,hibernate-core,3.6.9,False,NONE,NONE,0.0,
DEP-0366,APP-008,ComplianceEngine,bouncycastle-bcprov,2.8.6,False,NONE,NONE,0.0,
DEP-0367,APP-008,ComplianceEngine,log4j-api,4.8.3,True,VULNERABLE_DEPENDENCY,MEDIUM,9.45,"log4j-api:4.8.3 has CVE-2022-1041 (CVSS 6.3, MEDIUM). No patch available. [risk model confidence: 62%]"
DEP-0368,APP-008,ComplianceEngine,h2-database,4.15.6,False,NONE,NONE,0.0,
DEP-0369,APP-008,ComplianceEngine,spring-boot-starter,3.12.2,False,NONE,NONE,0.0,
DEP-0370,APP-008,ComplianceEngine,netty-handler,3.6.1,True,VULNERABLE_DEPENDENCY,MEDIUM,7.05,"netty-handler:3.6.1 has CVE-2024-1081 (CVSS 4.7, MEDIUM). No patch available. [risk model confidence: 80%]"
DEP-0371,APP-008,ComplianceEngine,commons-codec,1.4.1,False,NONE,NONE,0.0,
DEP-0372,APP-008,ComplianceEngine,spring-web,1.8.10,False,NONE,NONE,0.0,
DEP-0373,APP-008,ComplianceEngine,junit-jupiter,3.13.6,False,NONE,NONE,0.0,
DEP-0374,APP-008,ComplianceEngine,grpc-core,4.6.5,False,NONE,NONE,0.0,
DEP-0375,APP-008,ComplianceEngine,commons-io,4.0.9,True,VULNERABLE_DEPENDENCY,HIGH,8.6,"commons-io:4.0.9 has CVE-2025-1072 (CVSS 8.6, HIGH). Patched in 4.3.0. [risk model confidence: 99%]"
DEP-0376,APP-008,ComplianceEngine,graphql,1.12.5,False,NONE,NONE,0.0,
DEP-0377,APP-008,ComplianceEngine,jackson-databind,4.2.1,False,NONE,NONE,0.0,
DEP-0378,APP-008,ComplianceEngine,micrometer-core,3.0.7,False,NONE,NONE,0.0,
DEP-0379,APP-008,ComplianceEngine,slf4j-api,3.11.6,False,NONE,NONE,0.0,
DEP-0380,APP-008,ComplianceEngine,commons-lang3,5.13.8,False,NONE,NONE,0.0,
DEP-0381,APP-008,ComplianceEngine,pgx,5.4.0,False,NONE,NONE,0.0,
DEP-0382,APP-008,ComplianceEngine,kafka-clients,3.9.6,False,NONE,NONE,0.0,
DEP-0383,APP-008,ComplianceEngine,hibernate-validator,2.7.7,False,NONE,NONE,0.0,
DEP-0384,APP-008,ComplianceEngine,jackson-annotations,3.0.1,True,VULNERABLE_DEPENDENCY,HIGH,8.0,"jackson-annotations:3.0.1 has CVE-2023-1017 (CVSS 8.0, HIGH). Patched in 5.5.0. [risk model confidence: 90%]"
DEP-0385,APP-008,ComplianceEngine,logback-core,1.5.4,True,LICENSE_UNKNOWN,HIGH,3.0,logback-core has no declared license — legal status unknown.
DEP-0386,APP-008,ComplianceEngine,axios,3.12.5,False,NONE,NONE,0.0,
DEP-0387,APP-008,ComplianceEngine,setuptools,1.1.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,4.72,"setuptools:1.1.2 has CVE-2024-1169 (CVSS 6.3, MEDIUM). Patched in 3.0.0. Pulled in transitively via commander:5.7.7, h2-database:4.15.6. [risk model confidence: 96%]"
DEP-0388,APP-008,ComplianceEngine,httpclient,3.9.6,False,NONE,NONE,0.0,
DEP-0389,APP-008,ComplianceEngine,resilience4j,2.8.4,False,NONE,NONE,0.0,
DEP-0390,APP-008,ComplianceEngine,jetty-server,2.8.7,False,NONE,NONE,0.0,
DEP-0391,APP-008,ComplianceEngine,opentelemetry-api,1.2.8,True,TRANSITIVE_VULNERABILITY,HIGH,6.15,"opentelemetry-api:1.2.8 has CVE-2024-1042 (CVSS 8.2, HIGH). Patched in 3.6.0. Pulled in transitively via commons-io:4.0.9, jackson-annotations:3.0.1. [risk model confidence: 62%]"
DEP-0392,APP-008,ComplianceEngine,numpy,3.11.5,True,TRANSITIVE_VULNERABILITY,HIGH,5.55,"numpy:3.11.5 has CVE-2022-1148 (CVSS 7.4, HIGH). Patched in 6.0.0. Pulled in transitively via boto3:1.8.8. [risk model confidence: 77%]"
DEP-0393,APP-008,ComplianceEngine,caffeine,1.3.3,True,TRANSITIVE_VULNERABILITY,MEDIUM,4.12,"caffeine:1.3.3 has CVE-2022-1085 (CVSS 5.5, MEDIUM). Patched in 4.7.0. Pulled in transitively via netty-handler:3.6.1. [risk model confidence: 77%]"
DEP-0394,APP-008,ComplianceEngine,httpcore,2.5.4,False,NONE,NONE,0.0,
DEP-0395,APP-008,ComplianceEngine,gson,1.7.8,False,NONE,NONE,0.0,
DEP-0396,APP-008,ComplianceEngine,mapstruct,4.5.4,False,NONE,NONE,0.0,
DEP-0397,APP-008,ComplianceEngine,log4j-core,3.1.4,True,UNMAINTAINED,LOW,1.5,"log4j-core last updated 2021-07-20, over 2 years old. [risk model confidence: 99%]"
DEP-0398,APP-008,ComplianceEngine,aws-sdk-sqs,2.1.1,True,TRANSITIVE_VULNERABILITY,MEDIUM,4.8,"aws-sdk-sqs:2.1.1 has CVE-2022-1156 (CVSS 6.4, MEDIUM). Patched in 3.0.0. Pulled in transitively via tomcat-embed-core:5.4.2, pgx:5.4.0. [risk model confidence: 90%]"
DEP-0399,APP-008,ComplianceEngine,disruptor,2.11.2,True,ELEVATED_RISK,LOW,1.12,"disruptor flagged by the risk model on combined signal strength (no single dominant factor -- age 402 days, exploitability/patch history considered together) [confidence: 61%]."
DEP-0400,APP-008,ComplianceEngine,netty-all,3.5.6,False,NONE,NONE,0.0,
DEP-0401,APP-009,NotificationService,react-dom,1.10.9,True,VULNERABLE_DEPENDENCY,HIGH,8.3,"react-dom:1.10.9 has CVE-2025-1179 (CVSS 8.3, HIGH). Patched in 4.0.0. [risk model confidence: 98%]"
DEP-0402,APP-009,NotificationService,yaml-go,5.15.0,True,ELEVATED_RISK,LOW,1.5,"yaml-go flagged by the risk model on combined signal strength (no single dominant factor -- age 371 days, exploitability/patch history considered together) [confidence: 87%]."
DEP-0403,APP-009,NotificationService,jest,3.13.6,True,ELEVATED_RISK,LOW,1.5,"jest flagged by the risk model on combined signal strength (no single dominant factor -- age 271 days, exploitability/patch history considered together) [confidence: 57%]."
DEP-0404,APP-009,NotificationService,cryptography,3.6.0,False,NONE,NONE,0.0,
DEP-0405,APP-009,NotificationService,redis,5.1.1,False,NONE,NONE,0.0,
DEP-0406,APP-009,NotificationService,next,2.13.7,False,NONE,NONE,0.0,
DEP-0407,APP-009,NotificationService,ansible-core,2.8.10,True,VULNERABLE_DEPENDENCY,MEDIUM,9.45,"ansible-core:2.8.10 has CVE-2025-1141 (CVSS 6.3, MEDIUM). No patch available. [risk model confidence: 89%]"
DEP-0408,APP-009,NotificationService,sharp,1.14.0,False,NONE,NONE,0.0,
DEP-0409,APP-009,NotificationService,axios,4.14.1,True,VULNERABLE_DEPENDENCY,MEDIUM,6.3,"axios:4.14.1 has CVE-2022-1196 (CVSS 4.2, MEDIUM). No patch available. [risk model confidence: 99%]"
DEP-0410,APP-009,NotificationService,winston,2.2.10,True,VULNERABLE_DEPENDENCY,LOW,3.6,"winston:2.2.10 has CVE-2023-1150 (CVSS 3.6, LOW). Patched in 3.0.0. [risk model confidence: 87%]"
DEP-0411,APP-009,NotificationService,babel-core,5.0.0,True,VULNERABLE_DEPENDENCY,CRITICAL,9.8,"babel-core:5.0.0 has CVE-2025-1106 (CVSS 9.8, CRITICAL). Patched in 6.0.0. [risk model confidence: 86%]"
DEP-0412,APP-009,NotificationService,chalk,3.6.10,True,VULNERABLE_DEPENDENCY,LOW,1.2,"chalk:3.6.10 has CVE-2022-1170 (CVSS 1.2, LOW). Patched in 4.0.0. [risk model confidence: 93%]"
DEP-0413,APP-009,NotificationService,twisted,5.3.5,False,NONE,NONE,0.0,
DEP-0414,APP-009,NotificationService,nanoid,2.3.5,True,LICENSE_UNKNOWN,HIGH,3.0,nanoid has no declared license — legal status unknown.
DEP-0415,APP-009,NotificationService,inquirer,5.11.0,True,ELEVATED_RISK,LOW,1.5,"inquirer flagged by the risk model on combined signal strength (no single dominant factor -- age 565 days, exploitability/patch history considered together) [confidence: 84%]."
DEP-0416,APP-009,NotificationService,mocha,3.5.10,False,NONE,NONE,0.0,
DEP-0417,APP-009,NotificationService,vue,5.14.6,False,NONE,NONE,0.0,
DEP-0418,APP-009,NotificationService,puppeteer,1.9.3,True,UNMAINTAINED,LOW,2.0,"puppeteer last updated 2022-10-18, over 2 years old. [risk model confidence: 99%]"
DEP-0419,APP-009,NotificationService,postgresql-jdbc,2.12.3,True,ELEVATED_RISK,LOW,1.5,"postgresql-jdbc flagged by the risk model on combined signal strength (no single dominant factor -- age 333 days, exploitability/patch history considered together) [confidence: 69%]."
DEP-0420,APP-009,NotificationService,socket.io,5.13.10,True,VULNERABLE_DEPENDENCY,MEDIUM,9.3,"socket.io:5.13.10 has CVE-2021-1038 (CVSS 6.2, MEDIUM). No patch available. [risk model confidence: 75%]"
DEP-0421,APP-009,NotificationService,sequelize,2.12.8,True,VULNERABLE_DEPENDENCY,CRITICAL,9.4,"sequelize:2.12.8 has CVE-2023-1167 (CVSS 9.4, CRITICAL). Patched in 6.0.0. [risk model confidence: 97%]"
DEP-0422,APP-009,NotificationService,dayjs,2.4.1,False,NONE,NONE,0.0,
DEP-0423,APP-009,NotificationService,chai,2.7.6,False,NONE,NONE,0.0,
DEP-0424,APP-009,NotificationService,graphql,1.11.6,True,VULNERABLE_DEPENDENCY,LOW,0.7,"graphql:1.11.6 has CVE-2025-1158 (CVSS 0.7, LOW). Patched in 5.0.0. [risk model confidence: 92%]"
DEP-0425,APP-009,NotificationService,commander,3.12.7,True,VULNERABLE_DEPENDENCY,CRITICAL,9.5,"commander:3.12.7 has CVE-2024-1126 (CVSS 9.5, CRITICAL). Patched in 4.0.0. [risk model confidence: 99%]"
DEP-0426,APP-009,NotificationService,morgan,4.11.6,False,NONE,NONE,0.0,
DEP-0427,APP-009,NotificationService,django,3.15.10,False,NONE,NONE,0.0,
DEP-0428,APP-009,NotificationService,multer,2.8.9,True,ELEVATED_RISK,LOW,1.5,"multer flagged by the risk model on combined signal strength (no single dominant factor -- age -9 days, exploitability/patch history considered together) [confidence: 87%]."
DEP-0429,APP-009,NotificationService,uuid,5.6.6,False,NONE,NONE,0.0,
DEP-0430,APP-009,NotificationService,lodash,2.12.4,True,LICENSE_CONFLICT,CRITICAL,8.0,GPL-2.0 license is incompatible with proprietary app NotificationService.
DEP-0431,APP-009,NotificationService,webpack,4.13.10,False,NONE,NONE,0.0,
DEP-0432,APP-009,NotificationService,helmet,2.6.0,False,NONE,NONE,0.0,
DEP-0433,APP-009,NotificationService,knex,1.7.7,False,NONE,NONE,0.0,
DEP-0434,APP-009,NotificationService,express,5.0.6,False,NONE,NONE,0.0,
DEP-0435,APP-009,NotificationService,passport,2.11.10,False,NONE,NONE,0.0,
DEP-0436,APP-009,NotificationService,node-fetch,4.11.2,True,TRANSITIVE_VULNERABILITY,HIGH,6.6,"node-fetch:4.11.2 has CVE-2023-1119 (CVSS 8.8, HIGH). Patched in 6.0.0. Pulled in transitively via sharp:1.14.0, multer:2.8.9. [risk model confidence: 67%]"
DEP-0437,APP-009,NotificationService,moment,4.10.3,True,TRANSITIVE_LICENSE_CONFLICT,CRITICAL,6.0,"AGPL-3.0 license is incompatible with proprietary app NotificationService. Pulled in transitively via yaml-go:5.15.0, multer:2.8.9, helmet:2.6.0."
DEP-0438,APP-009,NotificationService,cors,1.10.5,False,NONE,NONE,0.0,
DEP-0439,APP-009,NotificationService,react,2.9.7,False,NONE,NONE,0.0,
DEP-0440,APP-009,NotificationService,mapstruct,1.11.6,False,NONE,NONE,0.0,
DEP-0441,APP-009,NotificationService,formidable,1.2.7,False,NONE,NONE,0.0,
DEP-0442,APP-009,NotificationService,pm2,2.7.1,False,NONE,NONE,0.0,
DEP-0443,APP-009,NotificationService,prettier,1.1.6,True,LICENSE_UNKNOWN,HIGH,2.25,prettier has no declared license — legal status unknown.
DEP-0444,APP-009,NotificationService,dotenv,3.3.4,True,TRANSITIVE_VULNERABILITY,LOW,4.16,"dotenv:3.3.4 has CVE-2023-1152 (CVSS 3.7, LOW). No patch available. Pulled in transitively via ansible-core:2.8.10, winston:2.2.10, webpack:4.13.10. [risk model confidence: 99%]"
DEP-0445,APP-009,NotificationService,nodemon,4.1.5,False,NONE,NONE,0.0,
DEP-0446,APP-009,NotificationService,eslint,4.11.6,True,ELEVATED_RISK,LOW,1.12,"eslint flagged by the risk model on combined signal strength (no single dominant factor -- age 431 days, exploitability/patch history considered together) [confidence: 58%]."
DEP-0447,APP-009,NotificationService,jsonwebtoken,3.1.1,False,NONE,NONE,0.0,
DEP-0448,APP-009,NotificationService,angular-core,3.2.5,False,NONE,NONE,0.0,
DEP-0449,APP-009,NotificationService,bcrypt,2.6.6,True,TRANSITIVE_VULNERABILITY,CRITICAL,10.58,"bcrypt:2.6.6 has CVE-2023-1074 (CVSS 9.4, CRITICAL). No patch available. Pulled in transitively via jest:3.13.6, redis:5.1.1, axios:4.14.1, inquirer:5.11.0, helmet:2.6.0. [risk model confidence: 82%]"
DEP-0450,APP-009,NotificationService,nats,2.1.6,True,TRANSITIVE_LICENSE_CONFLICT,CRITICAL,6.0,GPL-3.0 license is incompatible with proprietary app NotificationService. Pulled in transitively via django:3.15.10.
DEP-0451,APP-010,VendorGateway,pgx,3.4.3,False,NONE,NONE,0.0,
DEP-0452,APP-010,VendorGateway,protobuf-go,2.12.6,False,NONE,NONE,0.0,
DEP-0453,APP-010,VendorGateway,rich,1.7.6,False,NONE,NONE,0.0,
DEP-0454,APP-010,VendorGateway,logrus,3.14.5,True,LICENSE_CONFLICT,CRITICAL,8.0,GPL-2.0 license is incompatible with proprietary app VendorGateway.
DEP-0455,APP-010,VendorGateway,fiber,5.15.4,False,NONE,NONE,0.0,
DEP-0456,APP-010,VendorGateway,golangci-lint,4.0.6,True,UNMAINTAINED,LOW,2.0,"golangci-lint last updated 2023-04-12, over 2 years old. [risk model confidence: 99%]"
DEP-0457,APP-010,VendorGateway,chi,1.5.9,True,LICENSE_UNKNOWN,HIGH,3.0,chi has no declared license — legal status unknown.
DEP-0458,APP-010,VendorGateway,mockito-core,2.6.10,True,VULNERABLE_DEPENDENCY,HIGH,13.05,"mockito-core:2.6.10 has CVE-2025-1076 (CVSS 8.7, HIGH). No patch available. [risk model confidence: 100%]"
DEP-0459,APP-010,VendorGateway,setuptools,1.9.10,False,NONE,NONE,0.0,
DEP-0460,APP-010,VendorGateway,graphql,2.1.3,True,VULNERABLE_DEPENDENCY,LOW,0.7,"graphql:2.1.3 has CVE-2025-1158 (CVSS 0.7, LOW). Patched in 5.0.0. [risk model confidence: 96%]"
DEP-0461,APP-010,VendorGateway,nats,3.12.10,False,NONE,NONE,0.0,
DEP-0462,APP-010,VendorGateway,jackson-annotations,3.5.6,True,VULNERABLE_DEPENDENCY,HIGH,8.0,"jackson-annotations:3.5.6 has CVE-2023-1017 (CVSS 8.0, HIGH). Patched in 5.5.0. [risk model confidence: 100%]"
DEP-0463,APP-010,VendorGateway,sqlx,5.13.1,True,VULNERABLE_DEPENDENCY,MEDIUM,9.3,"sqlx:5.13.1 has CVE-2022-1030 (CVSS 6.2, MEDIUM). No patch available. [risk model confidence: 67%]"
DEP-0464,APP-010,VendorGateway,resty,4.3.1,False,NONE,NONE,0.0,
DEP-0465,APP-010,VendorGateway,aws-sdk-go,1.5.5,True,VULNERABLE_DEPENDENCY,CRITICAL,13.8,"aws-sdk-go:1.5.5 has CVE-2023-1103 (CVSS 9.2, CRITICAL). No patch available. [risk model confidence: 72%]"
DEP-0466,APP-010,VendorGateway,gomock,5.4.10,True,VULNERABLE_DEPENDENCY,HIGH,10.95,"gomock:5.4.10 has CVE-2026-1001 (CVSS 7.3, HIGH). No patch available. [risk model confidence: 91%]"
DEP-0467,APP-010,VendorGateway,gin,3.2.4,True,VULNERABLE_DEPENDENCY,LOW,3.9,"gin:3.2.4 has CVE-2023-1159 (CVSS 2.6, LOW). No patch available. [risk model confidence: 99%]"
DEP-0468,APP-010,VendorGateway,caffeine,4.0.9,False,NONE,NONE,0.0,
DEP-0469,APP-010,VendorGateway,werkzeug,5.1.9,True,VULNERABLE_DEPENDENCY,MEDIUM,8.4,"werkzeug:5.1.9 has CVE-2024-1004 (CVSS 5.6, MEDIUM). No patch available. [risk model confidence: 93%]"
DEP-0470,APP-010,VendorGateway,go-redis,5.11.0,True,VULNERABLE_DEPENDENCY,HIGH,12.6,"go-redis:5.11.0 has CVE-2024-1128 (CVSS 8.4, HIGH). No patch available. [risk model confidence: 69%]"
DEP-0471,APP-010,VendorGateway,grpc-go,2.9.10,True,VULNERABLE_DEPENDENCY,MEDIUM,6.3,"grpc-go:2.9.10 has CVE-2026-1056 (CVSS 6.3, MEDIUM). Patched in 3.9.0. [risk model confidence: 69%]"
DEP-0472,APP-010,VendorGateway,cobra,3.5.6,False,NONE,NONE,0.0,
DEP-0473,APP-010,VendorGateway,echo,3.7.7,False,NONE,NONE,0.0,
DEP-0474,APP-010,VendorGateway,colly,4.14.2,False,NONE,NONE,0.0,
DEP-0475,APP-010,VendorGateway,zap,2.12.6,False,NONE,NONE,0.0,
DEP-0476,APP-010,VendorGateway,yaml-go,1.4.2,True,LICENSE_UNKNOWN,HIGH,3.0,yaml-go has no declared license — legal status unknown.
DEP-0477,APP-010,VendorGateway,crypto-go,3.9.7,False,NONE,NONE,0.0,
DEP-0478,APP-010,VendorGateway,fasthttp,1.8.3,True,VULNERABLE_DEPENDENCY,MEDIUM,10.35,"fasthttp:1.8.3 has CVE-2021-1031 (CVSS 6.9, MEDIUM). No patch available. [risk model confidence: 60%]"
DEP-0479,APP-010,VendorGateway,viper,3.6.2,False,NONE,NONE,0.0,
DEP-0480,APP-010,VendorGateway,bcrypt-go,4.15.0,False,NONE,NONE,0.0,
DEP-0481,APP-010,VendorGateway,json-iterator,2.9.7,False,NONE,NONE,0.0,
DEP-0482,APP-010,VendorGateway,gorm,2.10.5,True,ELEVATED_RISK,LOW,1.5,"gorm flagged by the risk model on combined signal strength (no single dominant factor -- age 426 days, exploitability/patch history considered together) [confidence: 83%]."
DEP-0483,APP-010,VendorGateway,go-jwt,1.6.3,False,NONE,NONE,0.0,
DEP-0484,APP-010,VendorGateway,mux,5.11.5,True,VULNERABLE_DEPENDENCY,MEDIUM,6.5,"mux:5.11.5 has CVE-2022-1199 (CVSS 6.5, MEDIUM). Patched in 6.0.0. [risk model confidence: 63%]"
DEP-0485,APP-010,VendorGateway,uuid-go,4.2.2,True,ELEVATED_RISK,LOW,1.5,"uuid-go flagged by the risk model on combined signal strength (no single dominant factor -- age 391 days, exploitability/patch history considered together) [confidence: 62%]."
DEP-0486,APP-010,VendorGateway,chalk,1.12.8,True,TRANSITIVE_VULNERABILITY,LOW,0.9,"chalk:1.12.8 has CVE-2022-1170 (CVSS 1.2, LOW). Patched in 4.0.0. Pulled in transitively via gin:3.2.4, mux:5.11.5. [risk model confidence: 84%]"
DEP-0487,APP-010,VendorGateway,vue,1.2.3,False,NONE,NONE,0.0,
DEP-0488,APP-010,VendorGateway,hibernate-validator,2.4.0,True,TRANSITIVE_VULNERABILITY,CRITICAL,7.27,"hibernate-validator:2.4.0 has CVE-2024-1060 (CVSS 9.7, CRITICAL). Patched in 2.8.0. Pulled in transitively via gin:3.2.4. [risk model confidence: 88%]"
DEP-0489,APP-010,VendorGateway,tomcat-embed-core,3.5.1,False,NONE,NONE,0.0,
DEP-0490,APP-010,VendorGateway,pip,3.5.0,True,LICENSE_UNKNOWN,HIGH,2.25,pip has no declared license — legal status unknown.
DEP-0491,APP-010,VendorGateway,chi,1.11.6,False,NONE,NONE,0.0,
DEP-0492,APP-010,VendorGateway,commons-codec,2.7.3,False,NONE,NONE,0.0,
DEP-0493,APP-010,VendorGateway,certifi,2.7.3,True,TRANSITIVE_VULNERABILITY,LOW,1.05,"certifi:2.7.3 has CVE-2022-1168 (CVSS 1.4, LOW). Patched in 3.0.0. Pulled in transitively via zap:2.12.6. [risk model confidence: 75%]"
DEP-0494,APP-010,VendorGateway,bcrypt,2.2.3,True,TRANSITIVE_VULNERABILITY,CRITICAL,10.58,"bcrypt:2.2.3 has CVE-2023-1074 (CVSS 9.4, CRITICAL). No patch available. Pulled in transitively via protobuf-go:2.12.6, setuptools:1.9.10, mux:5.11.5. [risk model confidence: 83%]"
DEP-0495,APP-010,VendorGateway,crypto-go,4.10.3,False,NONE,NONE,0.0,
DEP-0496,APP-010,VendorGateway,protobuf-java,4.1.8,False,NONE,NONE,0.0,
DEP-0497,APP-010,VendorGateway,mux,4.0.1,True,TRANSITIVE_VULNERABILITY,HIGH,5.7,"mux:4.0.1 has CVE-2025-1047 (CVSS 7.6, HIGH). Patched in 4.2.0. Pulled in transitively via resty:4.3.1, gomock:5.4.10. [risk model confidence: 64%]"
DEP-0498,APP-010,VendorGateway,bouncycastle-bcprov,3.2.0,True,LICENSE_UNKNOWN,HIGH,2.25,bouncycastle-bcprov has no declared license — legal status unknown.
DEP-0499,APP-010,VendorGateway,chai,3.11.1,True,TRANSITIVE_VULNERABILITY,MEDIUM,5.85,"chai:3.11.1 has CVE-2023-1089 (CVSS 5.2, MEDIUM). No patch available. Pulled in transitively via golangci-lint:4.0.6, go-redis:5.11.0. [risk model confidence: 92%]"
DEP-0500,APP-010,VendorGateway,nodemon,2.3.0,True,TRANSITIVE_VULNERABILITY,LOW,4.27,"nodemon:2.3.0 has CVE-2023-1132 (CVSS 3.8, LOW). No patch available. Pulled in transitively via logrus:3.14.5, aws-sdk-go:1.5.5, cobra:3.5.6. [risk model confidence: 99%]"
